record_id	phytoplasma	host_group	host_family	host_species	country	reference_id	full_reference
1765	not detected	plant	Poaceae	Avena fatua	Italy: Sardinia	Tolu et al 2006	Tolu, G., Botti, S., Garau, R., Prota, V.A., Sechi, A., Prota, U., Bertaccini, A. 2006. Identification  of  16SrII-E Phytoplasmas in Calendula arvensis L, Solanum nigrum L and Chenopodium spp. Plant Disease, 90: 325-330
1766	not detected	plant	Poaceae	Hordeum murinum	Italy: Sardinia	Tolu et al 2006	Tolu, G., Botti, S., Garau, R., Prota, V.A., Sechi, A., Prota, U., Bertaccini, A. 2006. Identification  of  16SrII-E Phytoplasmas in Calendula arvensis L, Solanum nigrum L and Chenopodium spp. Plant Disease, 90: 325-330
1767	16SrIX B	plant	Rutaceae	Citrus sinensis	Puerto Rico	Caicedo et al 2015	Caicedo, J.D., Rivera-Vargas, L.I., Segarra, E., Davis, R.E. 2015. Detection and molecular characterization of a group 16SrIX phytoplasma infecting citrus ( Citrus sinensis and C. limon ), coffee ( Coffea arabica ), periwinkle ( Catharanthus roseus ), and tabebuia ( Tabebuia heterophylla ) in Puerto Rico. Australasian Plant Disease Notes, 10: 28
1768	16SrIX B	plant	Rutaceae	Citrus limon	Puerto Rico	Caicedo et al 2015	Caicedo, J.D., Rivera-Vargas, L.I., Segarra, E., Davis, R.E. 2015. Detection and molecular characterization of a group 16SrIX phytoplasma infecting citrus ( Citrus sinensis and C. limon ), coffee ( Coffea arabica ), periwinkle ( Catharanthus roseus ), and tabebuia ( Tabebuia heterophylla ) in Puerto Rico. Australasian Plant Disease Notes, 10: 28
1769	16SrIX B	plant	Rubiaceae	Coffea arabica	Puerto Rico	Caicedo et al 2015	Caicedo, J.D., Rivera-Vargas, L.I., Segarra, E., Davis, R.E. 2015. Detection and molecular characterization of a group 16SrIX phytoplasma infecting citrus ( Citrus sinensis and C. limon ), coffee ( Coffea arabica ), periwinkle ( Catharanthus roseus ), and tabebuia ( Tabebuia heterophylla ) in Puerto Rico. Australasian Plant Disease Notes, 10: 28
1770	16SrIX B	plant	Apocynaceae	Catharanthus roseus	Puerto Rico	Caicedo et al 2015	Caicedo, J.D., Rivera-Vargas, L.I., Segarra, E., Davis, R.E. 2015. Detection and molecular characterization of a group 16SrIX phytoplasma infecting citrus ( Citrus sinensis and C. limon ), coffee ( Coffea arabica ), periwinkle ( Catharanthus roseus ), and tabebuia ( Tabebuia heterophylla ) in Puerto Rico. Australasian Plant Disease Notes, 10: 28
1771	16SrIX B	plant	Bignoniaceae	Tabebuia heterophylla	Puerto Rico	Caicedo et al 2015	Caicedo, J.D., Rivera-Vargas, L.I., Segarra, E., Davis, R.E. 2015. Detection and molecular characterization of a group 16SrIX phytoplasma infecting citrus ( Citrus sinensis and C. limon ), coffee ( Coffea arabica ), periwinkle ( Catharanthus roseus ), and tabebuia ( Tabebuia heterophylla ) in Puerto Rico. Australasian Plant Disease Notes, 10: 28
1772	not detected	plant	Rutaceae	Citrus reticulata	Puerto Rico	Caicedo et al 2015	Caicedo, J.D., Rivera-Vargas, L.I., Segarra, E., Davis, R.E. 2015. Detection and molecular characterization of a group 16SrIX phytoplasma infecting citrus ( Citrus sinensis and C. limon ), coffee ( Coffea arabica ), periwinkle ( Catharanthus roseus ), and tabebuia ( Tabebuia heterophylla ) in Puerto Rico. Australasian Plant Disease Notes, 10: 28
1773	16SrIX B	plant	Fabaceae	Cajanus cajan	Puerto Rico	Caicedo et al 2015	Caicedo, J.D., Rivera-Vargas, L.I., Segarra, E., Davis, R.E. 2015. Detection and molecular characterization of a group 16SrIX phytoplasma infecting citrus ( Citrus sinensis and C. limon ), coffee ( Coffea arabica ), periwinkle ( Catharanthus roseus ), and tabebuia ( Tabebuia heterophylla ) in Puerto Rico. Australasian Plant Disease Notes, 10: 28
1774	not detected	plant	Sapindaceae	Melicoccus bijugatus	Puerto Rico	Caicedo et al 2015	Caicedo, J.D., Rivera-Vargas, L.I., Segarra, E., Davis, R.E. 2015. Detection and molecular characterization of a group 16SrIX phytoplasma infecting citrus ( Citrus sinensis and C. limon ), coffee ( Coffea arabica ), periwinkle ( Catharanthus roseus ), and tabebuia ( Tabebuia heterophylla ) in Puerto Rico. Australasian Plant Disease Notes, 10: 28
1775	not detected	plant	Rubiaceae	Ixora coccinea	Puerto Rico	Caicedo et al 2015	Caicedo, J.D., Rivera-Vargas, L.I., Segarra, E., Davis, R.E. 2015. Detection and molecular characterization of a group 16SrIX phytoplasma infecting citrus ( Citrus sinensis and C. limon ), coffee ( Coffea arabica ), periwinkle ( Catharanthus roseus ), and tabebuia ( Tabebuia heterophylla ) in Puerto Rico. Australasian Plant Disease Notes, 10: 28
1776	not detected	plant	Anacardiaceae	Mangifera indica	Puerto Rico	Caicedo et al 2015	Caicedo, J.D., Rivera-Vargas, L.I., Segarra, E., Davis, R.E. 2015. Detection and molecular characterization of a group 16SrIX phytoplasma infecting citrus ( Citrus sinensis and C. limon ), coffee ( Coffea arabica ), periwinkle ( Catharanthus roseus ), and tabebuia ( Tabebuia heterophylla ) in Puerto Rico. Australasian Plant Disease Notes, 10: 28
1777	not detected	plant	Cactaceae	Opuntia sp.	Puerto Rico	Caicedo et al 2015	Caicedo, J.D., Rivera-Vargas, L.I., Segarra, E., Davis, R.E. 2015. Detection and molecular characterization of a group 16SrIX phytoplasma infecting citrus ( Citrus sinensis and C. limon ), coffee ( Coffea arabica ), periwinkle ( Catharanthus roseus ), and tabebuia ( Tabebuia heterophylla ) in Puerto Rico. Australasian Plant Disease Notes, 10: 28
1778	16SrIII A	plant	Rosaceae	Prunus sp.	USA: California	Kirkpatrick et al 1995a	Kirkpatrick, B.C., Uyemoto, J.K., Purcell, A.H. 1995a. X-disease. In: Ogawa J.M., Zehr E.I., Bird G.W., Ritchie D.F., Uriu K., Uyemoto J.K. (eds). Compendium of Stone Fruit Diseases, pp. 57-59. APS Press, St. Paul, MN, USA
1779	16SrIII A	plant	Rosaceae	Prunus sp.	USA: California	Blomquist & Kirkpatrick 2002	Blomquist, C.L., Kirkpatrick, B.C. 2002. Identification of phytoplasma taxa and insect vectors of peach yellow leaf roll disease in California. Plant Disease, 86: 759: 763
1780	16SrX A	plant	Rosaceae	Prunus sp.	USA: California	Blomquist & Kirkpatrick 2002	Blomquist, C.L., Kirkpatrick, B.C. 2002. Identification of phytoplasma taxa and insect vectors of peach yellow leaf roll disease in California. Plant Disease, 86: 759: 763
1781	16SrIX B	plant	Rosaceae	Prunus amygdalus	Lebanon: Bekaa-West	Choueiri et al 2001	Choueiri, E., Jreijiri, F., Issa, S., Verdin, E., Bové, J., Garnier, M. 2001. First report of a phytoplasma disease of almond (Prunus amygdalus) in Lebanon. Plant Disease, 85: 802
1782	16SrIX B	plant	Rosaceae	Prunus amygdalus	Iran: Shiraz	Verdin et al 2003	Verdin, E., Salar, P., Danet, J.-L., Choueiri, E., Jreijiri, F., El Zammar, S., Gélie, B., Bové, J.M., Garnier, M. 2003. ‘Candidatus Phytoplasma phoenicium’ sp. nov., a novel phytoplasma associated with an emerging lethal disease of almond trees in Lebanon and Iran. International Journal of Systematic and Evolutionary Microbiology, 53: 833-838
1783	16SrXXI A	plant	Pinaceae	Pinus silvestris	Poland	Sliwa et al 2007	Sliwa, H., Kaminska, M., Korszunp, S., Adler, P. 2007. Detection of ‘Candidatus Phytoplasma pini’ in Pinus sylvestris trees in Poland. Journal of Phytopathology, 156: 88-92
1784	16SrXXI A	plant	Pinaceae	Picea pungens	Czech Republic	Kaminska et al 2011	Kaminska, M., Berniak, H., Obdrzalek, J. 2011. New natural host plants of ‘Candidatus Phytoplasma pini’ in Poland and the Czech Republic. Plant Pathology, 60: 1023–1029
1785	16SrXXI A	plant	Pinaceae	Abies procera	Czech Republic	Kaminska et al 2011	Kaminska, M., Berniak, H., Obdrzalek, J. 2011. New natural host plants of ‘Candidatus Phytoplasma pini’ in Poland and the Czech Republic. Plant Pathology, 60: 1023–1029
1786	not detected	plant	Pinaceae	Abies concolor	Poland	Kaminska et al 2011	Kaminska, M., Berniak, H., Obdrzalek, J. 2011. New natural host plants of ‘Candidatus Phytoplasma pini’ in Poland and the Czech Republic. Plant Pathology, 60: 1023–1029
1787	not detected	plant	Pinaceae	Abies koreana	Poland	Kaminska et al 2011	Kaminska, M., Berniak, H., Obdrzalek, J. 2011. New natural host plants of ‘Candidatus Phytoplasma pini’ in Poland and the Czech Republic. Plant Pathology, 60: 1023–1029
1788	16SrXXI A	plant	Pinaceae	Pinus banksiana	Poland	Kaminska et al 2011	Kaminska, M., Berniak, H., Obdrzalek, J. 2011. New natural host plants of ‘Candidatus Phytoplasma pini’ in Poland and the Czech Republic. Plant Pathology, 60: 1023–1029
1789	16SrXXI A	plant	Pinaceae	Pinus mugo	Poland	Kaminska et al 2011	Kaminska, M., Berniak, H., Obdrzalek, J. 2011. New natural host plants of ‘Candidatus Phytoplasma pini’ in Poland and the Czech Republic. Plant Pathology, 60: 1023–1029
1790	16SrXXI A	plant	Pinaceae	Pinus nigra	Poland	Kaminska et al 2011	Kaminska, M., Berniak, H., Obdrzalek, J. 2011. New natural host plants of ‘Candidatus Phytoplasma pini’ in Poland and the Czech Republic. Plant Pathology, 60: 1023–1029
1791	16SrXXI A	plant	Pinaceae	Pinus tabuliformis	Poland	Kaminska et al 2011	Kaminska, M., Berniak, H., Obdrzalek, J. 2011. New natural host plants of ‘Candidatus Phytoplasma pini’ in Poland and the Czech Republic. Plant Pathology, 60: 1023–1029
1792	16SrXXI A	plant	Pinaceae	Pinus silvestris	Poland	Kaminska et al 2011	Kaminska, M., Berniak, H., Obdrzalek, J. 2011. New natural host plants of ‘Candidatus Phytoplasma pini’ in Poland and the Czech Republic. Plant Pathology, 60: 1023–1029
1793	not detected	plant	Pinaceae	Pinus silvestris	Poland	Kaminska et al 2011	Kaminska, M., Berniak, H., Obdrzalek, J. 2011. New natural host plants of ‘Candidatus Phytoplasma pini’ in Poland and the Czech Republic. Plant Pathology, 60: 1023–1029
1794	16SrXXI A	plant	Pinaceae	Tsuga canadensis	Poland	Kaminska et al 2011	Kaminska, M., Berniak, H., Obdrzalek, J. 2011. New natural host plants of ‘Candidatus Phytoplasma pini’ in Poland and the Czech Republic. Plant Pathology, 60: 1023–1029
1795	16SrI B	plant	Rosaceae	Prunus persicae	Jordan	Anfoka & Fattash 2004	Anfoka, G.H., Fattash, I. 2004. Detection and identification of aster yellows (16SrI) phytoplasma in peach trees in Jordan by RFLP analysis of PCR-amplified products (16S rDNAs). Journal of Phytopathology, 152: 210-214
1796	16SrIV A	plant	Arecaceae	Phoenix dactylifera	Kuwait	Al-Awadhi et al 2002	Al-Awadhi, H.A., Hanif, A., Suleman, P., Montaser, M. 2002. Molecular and microscopical detection of phytoplasma associated with yellowing disease of date palm Phoenix dactylifera L. in Kuwait. Kuwait Journal of Science Engennering, 29(2): 87-109
1797	16SrV C	plant	Ranunculaceae	Clematis vitalba	Austria	Reisenzein & Steffek 2011	Reisenzein, H., Steffek, R. 2011. First outbreaks of grapevine ‘flavescence dorée’ in Austrian viticulture . Bulletin of Insectology, 64(Supplement): S223-S224
1798	16SrV	plant	Betulaceae	Alnus glutinosa	Austria	Reisenzein & Strauß 2013	Reisenzein, H., Strauß, G. 2013. EUPHRESCO: Epidemiological studies on reservoir hosts and potential vectors of Grapevine flavescence doree (FD) and validation of different diagnostic procedures for FD (GRAFDEPI). Final report: https://www.euphresco.net/media/project_reports/grafdepi_final_report.pdf
1799	not detected	plant	Convolvulaceae	Convolvulus sepium	Austria	Reisenzein & Strauß 2013	Reisenzein, H., Strauß, G. 2013. EUPHRESCO: Epidemiological studies on reservoir hosts and potential vectors of Grapevine flavescence doree (FD) and validation of different diagnostic procedures for FD (GRAFDEPI). Final report: https://www.euphresco.net/media/project_reports/grafdepi_final_report.pdf
1800	not detected	plant	Convolvulaceae	Convolvulus arvensis	Austria	Reisenzein & Strauß 2013	Reisenzein, H., Strauß, G. 2013. EUPHRESCO: Epidemiological studies on reservoir hosts and potential vectors of Grapevine flavescence doree (FD) and validation of different diagnostic procedures for FD (GRAFDEPI). Final report: https://www.euphresco.net/media/project_reports/grafdepi_final_report.pdf
1801	not detected	plant	Urticaceae	Urtica dioica	Austria	Reisenzein & Strauß 2013	Reisenzein, H., Strauß, G. 2013. EUPHRESCO: Epidemiological studies on reservoir hosts and potential vectors of Grapevine flavescence doree (FD) and validation of different diagnostic procedures for FD (GRAFDEPI). Final report: https://www.euphresco.net/media/project_reports/grafdepi_final_report.pdf
1802	not detected	plant	Lamiaceae	Stachys sylvatica	Austria	Reisenzein & Strauß 2013	Reisenzein, H., Strauß, G. 2013. EUPHRESCO: Epidemiological studies on reservoir hosts and potential vectors of Grapevine flavescence doree (FD) and validation of different diagnostic procedures for FD (GRAFDEPI). Final report: https://www.euphresco.net/media/project_reports/grafdepi_final_report.pdf
1803	not detected	plant	Lamiaceae	Salvia glutinosa	Austria	Reisenzein & Strauß 2013	Reisenzein, H., Strauß, G. 2013. EUPHRESCO: Epidemiological studies on reservoir hosts and potential vectors of Grapevine flavescence doree (FD) and validation of different diagnostic procedures for FD (GRAFDEPI). Final report: https://www.euphresco.net/media/project_reports/grafdepi_final_report.pdf
1804	not detected	plant	Polygonaceae	Persicaria maculosa	Austria	Reisenzein & Strauß 2013	Reisenzein, H., Strauß, G. 2013. EUPHRESCO: Epidemiological studies on reservoir hosts and potential vectors of Grapevine flavescence doree (FD) and validation of different diagnostic procedures for FD (GRAFDEPI). Final report: https://www.euphresco.net/media/project_reports/grafdepi_final_report.pdf
1805	not detected	plant	Rosaceae	Rosa canina	Austria	Reisenzein & Strauß 2013	Reisenzein, H., Strauß, G. 2013. EUPHRESCO: Epidemiological studies on reservoir hosts and potential vectors of Grapevine flavescence doree (FD) and validation of different diagnostic procedures for FD (GRAFDEPI). Final report: https://www.euphresco.net/media/project_reports/grafdepi_final_report.pdf
1806	not detected	plant	Celastraceae	Euonymus sp.	Austria	Reisenzein & Strauß 2013	Reisenzein, H., Strauß, G. 2013. EUPHRESCO: Epidemiological studies on reservoir hosts and potential vectors of Grapevine flavescence doree (FD) and validation of different diagnostic procedures for FD (GRAFDEPI). Final report: https://www.euphresco.net/media/project_reports/grafdepi_final_report.pdf
1807	not detected	plant	Salicaceae	Salix sp.	Austria	Reisenzein & Strauß 2013	Reisenzein, H., Strauß, G. 2013. EUPHRESCO: Epidemiological studies on reservoir hosts and potential vectors of Grapevine flavescence doree (FD) and validation of different diagnostic procedures for FD (GRAFDEPI). Final report: https://www.euphresco.net/media/project_reports/grafdepi_final_report.pdf
1808	not detected	plant	Betulaceae	Corylus avellana	Austria	Reisenzein & Strauß 2013	Reisenzein, H., Strauß, G. 2013. EUPHRESCO: Epidemiological studies on reservoir hosts and potential vectors of Grapevine flavescence doree (FD) and validation of different diagnostic procedures for FD (GRAFDEPI). Final report: https://www.euphresco.net/media/project_reports/grafdepi_final_report.pdf
1809	not detected	plant	Oleaceae	Ligustrum vugare	Austria	Reisenzein & Strauß 2013	Reisenzein, H., Strauß, G. 2013. EUPHRESCO: Epidemiological studies on reservoir hosts and potential vectors of Grapevine flavescence doree (FD) and validation of different diagnostic procedures for FD (GRAFDEPI). Final report: https://www.euphresco.net/media/project_reports/grafdepi_final_report.pdf
1810	not detected	plant	Rosaceae	Rubus fruticosus	Austria	Reisenzein & Strauß 2013	Reisenzein, H., Strauß, G. 2013. EUPHRESCO: Epidemiological studies on reservoir hosts and potential vectors of Grapevine flavescence doree (FD) and validation of different diagnostic procedures for FD (GRAFDEPI). Final report: https://www.euphresco.net/media/project_reports/grafdepi_final_report.pdf
1811	not detected	plant	Rosaceae	Sorbus aucuparia	Austria	Reisenzein & Strauß 2013	Reisenzein, H., Strauß, G. 2013. EUPHRESCO: Epidemiological studies on reservoir hosts and potential vectors of Grapevine flavescence doree (FD) and validation of different diagnostic procedures for FD (GRAFDEPI). Final report: https://www.euphresco.net/media/project_reports/grafdepi_final_report.pdf
1812	not detected	plant	Cornaceae	Cornus sanguinea	Austria	Reisenzein & Strauß 2013	Reisenzein, H., Strauß, G. 2013. EUPHRESCO: Epidemiological studies on reservoir hosts and potential vectors of Grapevine flavescence doree (FD) and validation of different diagnostic procedures for FD (GRAFDEPI). Final report: https://www.euphresco.net/media/project_reports/grafdepi_final_report.pdf
1813	not detected	plant	Caprifoliaceae	Sambucus nigra	Austria	Reisenzein & Strauß 2013	Reisenzein, H., Strauß, G. 2013. EUPHRESCO: Epidemiological studies on reservoir hosts and potential vectors of Grapevine flavescence doree (FD) and validation of different diagnostic procedures for FD (GRAFDEPI). Final report: https://www.euphresco.net/media/project_reports/grafdepi_final_report.pdf
1814	not detected	plant	Sapindaceae	Acer campestre	Austria	Reisenzein & Strauß 2013	Reisenzein, H., Strauß, G. 2013. EUPHRESCO: Epidemiological studies on reservoir hosts and potential vectors of Grapevine flavescence doree (FD) and validation of different diagnostic procedures for FD (GRAFDEPI). Final report: https://www.euphresco.net/media/project_reports/grafdepi_final_report.pdf
1815	not detected	plant	Rosaceae	Prunus avium	Austria	Reisenzein & Strauß 2013	Reisenzein, H., Strauß, G. 2013. EUPHRESCO: Epidemiological studies on reservoir hosts and potential vectors of Grapevine flavescence doree (FD) and validation of different diagnostic procedures for FD (GRAFDEPI). Final report: https://www.euphresco.net/media/project_reports/grafdepi_final_report.pdf
